transaction_id,account_id,date,type,amount
611,1028,2022-08-21,Deposit,33353.37
612,1043,2023-12-06,Deposit,19364.48
613,1169,2023-07-17,Withdrawal,36113.78
614,1086,2024-07-27,Withdrawal,17140.18
615,1177,2024-06-05,Deposit,14869.04
616,1017,2023-12-27,Deposit,27288.81
617,1098,2023-10-25,Withdrawal,1673.96
618,1198,2023-03-16,Deposit,4449.56
619,1098,2023-05-17,Withdrawal,21189.49
620,1065,2022-10-02,Withdrawal,47174.18
621,1005,2024-04-29,Withdrawal,36214.83
622,1002,2022-03-17,Withdrawal,4862.27
623,1022,2023-03-15,Deposit,42392.74
624,1112,2024-01-02,Withdrawal,36748.89
625,1057,2024-05-09,Withdrawal,30741.85
626,1066,2024-08-13,Deposit,41104.5
627,1098,2023-11-30,Withdrawal,20503.44
628,1144,2022-10-16,Deposit,11464.3
629,1125,2024-07-03,Deposit,25845.16
630,1167,2023-06-24,Deposit,27667.67
631,1086,2024-06-09,Withdrawal,27147.16
632,1076,2023-11-23,Deposit,28471.15
633,1294,2022-09-10,Withdrawal,47460.89
634,1059,2022-05-06,Withdrawal,45161.16
635,1138,2022-06-26,Deposit,43847.99
636,1099,2022-02-06,Deposit,40170.13
637,1192,2023-02-14,Withdrawal,47199.69
638,1243,2023-09-03,Deposit,5375.48
639,1049,2023-09-02,Withdrawal,13623.6
640,1032,2022-05-07,Deposit,25005.27
641,1277,2023-04-28,Deposit,42403.46
642,1020,2022-06-17,Withdrawal,25505.7
643,1154,2023-08-15,Deposit,37527.72
644,1068,2022-10-21,Deposit,7378.52
645,1214,2024-04-24,Deposit,12994.48
646,1143,2023-09-30,Deposit,36722.92
647,1232,2022-12-09,Deposit,8654.33
648,1213,2022-11-06,Withdrawal,17892.12
649,1079,2023-10-24,Deposit,13610.88
650,1214,2023-06-12,Deposit,17818.15
651,1116,2023-06-24,Withdrawal,35562.04
652,1092,2023-02-23,Deposit,18708.44
653,1270,2023-03-20,Deposit,27985.53
654,1168,2023-11-16,Withdrawal,5446.63
655,1058,2023-07-12,Withdrawal,40348.38
656,1284,2024-04-19,Withdrawal,18809.49
657,1026,2022-08-24,Withdrawal,32602.44
658,1066,2023-03-15,Deposit,36406.79
659,1248,2022-08-02,Withdrawal,10878.22
660,1254,2022-03-26,Deposit,44291.41
661,1044,2024-03-04,Deposit,31003.1
662,1097,2024-01-14,Deposit,21721.89
663,1042,2022-03-26,Deposit,9525.59
664,1227,2024-07-09,Deposit,47143.9
665,1262,2023-05-04,Withdrawal,37875.88
666,1167,2022-03-06,Deposit,10797.22
667,1279,2023-10-08,Deposit,17216.68
668,1089,2023-10-25,Deposit,40578.88
669,1178,2023-09-19,Deposit,34936.04
670,1197,2022-03-05,Withdrawal,38406.32
671,1267,2022-12-09,Deposit,22339.45
672,1268,2024-07-27,Deposit,35965.58
673,1074,2024-05-24,Deposit,19631.44
674,1008,2024-07-07,Withdrawal,10957.51
675,1297,2022-12-18,Deposit,31817.51
676,1164,2022-06-07,Deposit,48812.69
677,1085,2023-08-12,Deposit,15874.75
678,1072,2023-05-06,Deposit,23317.99
679,1055,2023-10-20,Deposit,33863.07
680,1047,2024-05-04,Withdrawal,27304.56
681,1238,2023-04-08,Withdrawal,42249.68
682,1104,2022-08-13,Withdrawal,38206.26
683,1210,2024-07-05,Deposit,3385.71
684,1042,2022-11-09,Deposit,49921.85
685,1268,2023-09-07,Deposit,37743.92
686,1263,2024-07-07,Withdrawal,43263.21
687,1259,2024-05-08,Withdrawal,32734.29
688,1283,2024-03-23,Withdrawal,42886.11
689,1114,2024-07-28,Deposit,6062.96
690,1040,2023-04-11,Deposit,17713.02
691,1220,2022-03-29,Deposit,43882.84
692,1129,2024-06-01,Withdrawal,10481.93
693,1008,2022-10-30,Withdrawal,4372.98
694,1101,2023-11-11,Withdrawal,39511.89
695,1176,2023-03-11,Deposit,41856.56
696,1107,2023-11-13,Deposit,8551.28
697,1101,2022-05-15,Withdrawal,42790.13
698,1260,2022-02-19,Withdrawal,34495.01
699,1246,2023-03-08,Deposit,26244.09
700,1275,2022-12-06,Deposit,41597.38
701,1032,2022-12-13,Deposit,21252.84
702,1137,2023-10-08,Deposit,10102.7
703,1012,2022-12-13,Deposit,14600.21
704,1016,2023-10-11,Withdrawal,25505.62
705,1129,2022-09-02,Deposit,26800.87
706,1063,2022-04-19,Deposit,40376.25
707,1109,2024-04-04,Deposit,39671.96
708,1021,2024-03-09,Withdrawal,29277.64
709,1158,2023-06-17,Withdrawal,39148.88
710,1269,2022-03-31,Deposit,9992.79
711,1162,2022-10-23,Withdrawal,2978.19
712,1260,2022-04-22,Withdrawal,43744.87
713,1102,2024-03-23,Deposit,4239.95
714,1223,2023-08-12,Deposit,12711.08
715,1059,2022-06-26,Withdrawal,34918.29
716,1247,2022-12-09,Withdrawal,20767.67
717,1128,2023-10-22,Withdrawal,43877.54
718,1283,2022-04-11,Withdrawal,15250.0
719,1025,2024-01-28,Withdrawal,1087.63
720,1131,2023-09-21,Deposit,15382.45
721,1196,2023-08-27,Deposit,29114.71
722,1281,2023-02-05,Deposit,19108.95
723,1154,2022-01-28,Deposit,26976.2
724,1133,2024-07-25,Withdrawal,43891.61
725,1227,2024-08-19,Withdrawal,45668.01
726,1189,2023-06-21,Withdrawal,13665.72
727,1265,2022-02-27,Deposit,23375.95
728,1134,2023-05-13,Withdrawal,27682.63
729,1211,2022-10-24,Deposit,47481.07
730,1060,2022-05-14,Deposit,49931.56
731,1213,2022-11-27,Withdrawal,12152.66
732,1216,2022-09-06,Withdrawal,36485.5
733,1226,2023-07-04,Withdrawal,19212.54
734,1131,2024-06-20,Deposit,901.36
735,1076,2024-07-29,Deposit,958.0
736,1286,2022-03-16,Deposit,23298.02
737,1277,2023-10-16,Deposit,24672.58
738,1156,2024-04-13,Withdrawal,1617.2
739,1248,2022-06-17,Withdrawal,34502.91
740,1218,2024-02-10,Withdrawal,15053.17
741,1190,2023-05-18,Deposit,28214.71
742,1163,2024-06-03,Withdrawal,15395.49
743,1180,2022-12-21,Deposit,8773.15
744,1034,2022-08-13,Withdrawal,20655.1
745,1041,2023-10-26,Deposit,11997.53
746,1075,2023-06-15,Deposit,26972.65
747,1279,2022-05-26,Deposit,10342.01
748,1176,2024-08-17,Withdrawal,25666.1
749,1150,2022-08-29,Deposit,8290.24
750,1273,2024-06-02,Deposit,33713.25
751,1108,2024-06-11,Withdrawal,37819.92
752,1139,2022-12-10,Deposit,5964.51
753,1271,2024-01-19,Deposit,23656.22
754,1289,2022-02-04,Deposit,4008.15
755,1212,2023-12-03,Deposit,30110.03
756,1272,2022-01-01,Withdrawal,13588.01
757,1066,2024-09-22,Withdrawal,26617.41
758,1248,2022-06-02,Deposit,26114.32
759,1156,2023-03-05,Withdrawal,46255.54
760,1047,2024-08-02,Deposit,27679.62
761,1201,2023-05-23,Deposit,29358.42
762,1148,2022-05-06,Deposit,20381.83
763,1124,2023-05-06,Deposit,47479.44
764,1001,2023-04-27,Deposit,38970.7
765,1247,2022-12-11,Withdrawal,14627.56
766,1128,2024-06-30,Withdrawal,42288.37
767,1191,2024-01-08,Deposit,21903.62
768,1067,2022-08-09,Withdrawal,41519.02
769,1004,2024-07-03,Withdrawal,41232.96
770,1294,2024-07-07,Withdrawal,9849.07
771,1143,2023-12-24,Withdrawal,35206.49
772,1191,2022-01-25,Deposit,14886.83
773,1021,2023-06-12,Withdrawal,15225.89
774,1227,2022-07-01,Withdrawal,15169.23
775,1117,2023-05-14,Withdrawal,36415.63
776,1142,2024-04-20,Deposit,11876.39
777,1039,2023-10-03,Deposit,544.84
778,1252,2022-02-11,Deposit,35904.22
779,1207,2024-07-03,Deposit,8973.64
780,1210,2023-04-26,Deposit,5671.88
781,1115,2024-07-18,Withdrawal,12257.05
782,1225,2024-04-27,Deposit,19305.08
783,1134,2024-01-18,Withdrawal,24057.36
784,1251,2024-05-21,Deposit,2706.22
785,1219,2023-03-15,Withdrawal,48543.38
786,1091,2023-02-06,Deposit,35945.12
787,1046,2023-06-30,Deposit,16498.11
788,1038,2022-12-11,Withdrawal,16275.51
789,1142,2024-06-11,Withdrawal,22702.86
790,1100,2022-02-14,Withdrawal,31499.12
791,1190,2023-10-08,Deposit,7745.47
792,1035,2022-01-21,Deposit,9852.03
793,1147,2023-09-26,Withdrawal,43042.01
794,1030,2022-03-11,Deposit,13184.62
795,1084,2024-05-13,Withdrawal,19319.65
796,1281,2024-05-22,Deposit,43627.96
797,1270,2022-02-17,Deposit,33325.82
798,1154,2023-05-06,Deposit,17414.74
799,1102,2023-07-05,Deposit,34343.13
800,1215,2022-10-14,Withdrawal,1474.32
801,1150,2022-01-10,Withdrawal,36914.31
802,1083,2023-06-26,Deposit,24607.29
803,1110,2024-01-26,Withdrawal,40752.52
804,1275,2022-10-01,Deposit,47754.56
805,1201,2024-08-13,Deposit,46326.53
806,1284,2023-08-23,Deposit,45508.62
807,1173,2024-01-26,Withdrawal,25852.41
808,1206,2023-01-16,Withdrawal,18327.03
809,1063,2022-11-25,Withdrawal,23519.25
810,1073,2023-04-24,Withdrawal,34649.85
811,1251,2022-01-15,Withdrawal,44257.89
812,1124,2023-05-31,Withdrawal,10745.82
813,1121,2022-07-10,Withdrawal,45950.56
814,1275,2022-06-17,Withdrawal,40851.42
815,1120,2023-06-05,Deposit,48953.37
816,1164,2023-09-13,Deposit,44072.46
817,1286,2022-05-17,Deposit,14356.9
818,1265,2022-06-03,Deposit,5744.82
819,1161,2023-01-23,Withdrawal,6055.93
820,1089,2022-07-28,Deposit,14915.55
821,1142,2022-09-29,Withdrawal,30902.09
822,1203,2022-05-23,Deposit,40313.86
823,1227,2023-09-03,Deposit,45012.89
824,1222,2024-06-07,Deposit,31375.79
825,1041,2024-03-30,Withdrawal,778.75
826,1196,2022-03-10,Deposit,9722.68
827,1068,2022-09-04,Deposit,5436.45
828,1264,2022-09-18,Withdrawal,18484.56
829,1002,2024-02-27,Withdrawal,25316.87
830,1125,2022-03-20,Deposit,2648.16
831,1110,2023-10-20,Deposit,17749.66
832,1086,2023-09-15,Deposit,9369.39
833,1120,2024-02-09,Withdrawal,32529.97
834,1127,2023-08-28,Deposit,23481.48
835,1255,2023-06-09,Deposit,25018.22
836,1183,2024-02-11,Deposit,21670.74
837,1016,2024-07-26,Deposit,47822.98
838,1062,2023-09-13,Withdrawal,11129.39
839,1158,2022-11-26,Deposit,26074.88
840,1268,2022-07-08,Deposit,36932.86
841,1035,2022-04-05,Deposit,28063.8
842,1267,2023-09-09,Deposit,46486.53
843,1064,2022-01-08,Deposit,19209.43
844,1050,2022-03-08,Withdrawal,23451.95
845,1255,2023-05-11,Withdrawal,4881.85
846,1149,2022-07-10,Withdrawal,30645.46
847,1276,2023-01-01,Withdrawal,14766.49
848,1172,2024-02-07,Withdrawal,8435.3
849,1201,2023-06-05,Deposit,27454.3
850,1035,2024-09-16,Withdrawal,26849.36
851,1216,2022-04-27,Withdrawal,4255.65
852,1065,2022-09-24,Withdrawal,35061.66
853,1008,2023-09-03,Deposit,31376.72
854,1076,2023-04-30,Deposit,9856.36
855,1174,2023-05-24,Withdrawal,23737.03
856,1047,2022-10-25,Withdrawal,36155.98
857,1015,2024-06-27,Withdrawal,26707.07
858,1147,2022-06-13,Deposit,20076.71
859,1026,2023-01-11,Deposit,16455.75
860,1093,2023-10-15,Deposit,30714.5
861,1232,2022-09-25,Withdrawal,46985.88
862,1021,2023-07-03,Deposit,33751.37
863,1038,2022-03-15,Deposit,4199.92
864,1276,2023-05-23,Withdrawal,23303.91
865,1157,2022-03-14,Deposit,44595.79
866,1179,2022-11-04,Withdrawal,5175.89
867,1132,2022-07-18,Deposit,49449.35
868,1028,2022-05-10,Withdrawal,47478.93
869,1260,2024-01-28,Withdrawal,4374.59
870,1076,2024-04-03,Withdrawal,46703.96
871,1067,2023-07-26,Withdrawal,18475.06
872,1194,2024-03-01,Deposit,42313.1
873,1162,2023-09-07,Deposit,21209.98
874,1257,2024-03-18,Deposit,22322.33
875,1072,2024-04-11,Withdrawal,31895.03
876,1087,2023-05-02,Withdrawal,38836.63
877,1262,2024-05-02,Deposit,2172.56
878,1214,2022-05-31,Withdrawal,29861.22
879,1153,2023-10-31,Deposit,9743.28
880,1210,2022-07-25,Withdrawal,17624.5
881,1061,2024-09-12,Withdrawal,17724.45
882,1268,2022-06-28,Deposit,23718.49
883,1262,2022-07-16,Deposit,17039.75
884,1218,2024-01-05,Deposit,5814.38
885,1283,2022-03-30,Withdrawal,7708.62
886,1136,2024-03-09,Deposit,2155.18
887,1093,2023-03-10,Deposit,23777.33
888,1109,2024-02-27,Deposit,47745.16
889,1241,2024-01-18,Deposit,6225.92
890,1142,2022-07-02,Deposit,47340.09
891,1291,2022-07-28,Withdrawal,36801.39
892,1237,2023-05-08,Deposit,32056.19
893,1177,2022-05-10,Withdrawal,32441.25
894,1141,2023-10-27,Withdrawal,41423.02
895,1189,2022-01-13,Deposit,5792.53
896,1049,2023-09-26,Deposit,25485.34
897,1190,2024-05-20,Withdrawal,35006.01
898,1136,2024-01-02,Withdrawal,29547.61
899,1043,2022-04-16,Deposit,41722.56
900,1090,2023-01-10,Deposit,4077.45
901,1295,2023-08-05,Deposit,34689.7
902,1245,2023-12-08,Withdrawal,26934.37
903,1192,2023-11-29,Deposit,19268.46
904,1106,2022-04-09,Deposit,17343.61
905,1233,2023-08-17,Withdrawal,31231.22
906,1265,2023-08-10,Withdrawal,44604.27
907,1037,2024-06-04,Deposit,25060.71
908,1041,2024-05-01,Deposit,41323.8
909,1017,2022-07-11,Withdrawal,20406.74
910,1277,2022-11-21,Deposit,5568.53
911,1059,2024-09-05,Deposit,3544.53
912,1183,2023-12-27,Withdrawal,3041.05
913,1041,2024-04-06,Deposit,19317.43
914,1039,2024-08-13,Withdrawal,17193.27
915,1192,2023-04-12,Withdrawal,36037.88
916,1267,2024-06-12,Deposit,37269.66
917,1147,2023-01-02,Deposit,3017.27
918,1127,2022-11-14,Withdrawal,11445.6
919,1046,2022-05-24,Withdrawal,14075.96
920,1045,2023-01-19,Withdrawal,27606.79
921,1001,2022-08-04,Withdrawal,7653.5
922,1168,2022-12-27,Deposit,7130.09
923,1108,2022-11-20,Withdrawal,47217.55
924,1019,2022-01-15,Deposit,40308.04
925,1072,2022-08-05,Deposit,9442.42
926,1109,2023-05-07,Deposit,20625.11
927,1268,2024-08-08,Deposit,18103.29
928,1240,2023-07-01,Withdrawal,39654.7
929,1090,2022-07-02,Deposit,25755.54
930,1103,2022-09-27,Deposit,6828.56
931,1250,2024-08-02,Deposit,37080.11
932,1008,2023-04-12,Withdrawal,20145.95
933,1153,2024-05-19,Withdrawal,13514.75
934,1174,2023-09-04,Deposit,19087.18
935,1158,2023-06-03,Deposit,25138.95
936,1215,2023-06-26,Deposit,17484.22
937,1177,2023-04-12,Withdrawal,12474.34
938,1175,2022-11-01,Withdrawal,20225.85
939,1146,2024-09-11,Deposit,1449.06
940,1161,2022-05-24,Withdrawal,38738.64
941,1127,2022-04-21,Deposit,8961.77
942,1082,2022-08-20,Withdrawal,2673.28
943,1147,2023-11-22,Deposit,32858.09
944,1239,2023-08-07,Deposit,38809.84
945,1084,2023-12-23,Deposit,40784.54
946,1113,2024-01-02,Deposit,24928.7
947,1225,2023-08-15,Withdrawal,10665.73
948,1243,2023-05-15,Deposit,36992.77
949,1143,2023-08-18,Withdrawal,35135.8
950,1041,2023-07-08,Withdrawal,12690.4
951,1258,2022-09-30,Deposit,45218.68
952,1285,2023-12-04,Deposit,5666.39
953,1105,2022-06-22,Deposit,49143.07
954,1202,2024-08-30,Withdrawal,43082.27
955,1266,2022-01-07,Deposit,34550.98
956,1210,2022-06-04,Deposit,46968.12
957,1051,2023-06-06,Deposit,36254.4
958,1118,2023-06-30,Withdrawal,9927.62
959,1201,2023-07-02,Deposit,22386.73
960,1039,2024-07-09,Deposit,4039.4
961,1028,2023-06-02,Deposit,19788.04
962,1259,2024-07-08,Deposit,37209.35
963,1084,2024-07-02,Withdrawal,19628.95
964,1155,2022-08-03,Deposit,16849.56
965,1117,2022-05-14,Withdrawal,29970.11
966,1002,2022-10-12,Withdrawal,43674.12
967,1093,2022-05-06,Withdrawal,2855.37
968,1166,2024-07-09,Withdrawal,19580.79
969,1296,2023-03-15,Deposit,8332.92
970,1258,2024-04-28,Deposit,34920.04
971,1081,2023-11-17,Withdrawal,5733.37
972,1268,2022-06-01,Deposit,33407.98
973,1235,2022-11-27,Withdrawal,14665.95
974,1213,2023-06-22,Deposit,10346.38
975,1062,2023-01-18,Withdrawal,46849.45
976,1049,2022-04-25,Withdrawal,1416.97
977,1127,2024-06-12,Deposit,22169.97
978,1223,2023-04-27,Deposit,1570.54
979,1279,2022-10-11,Withdrawal,24437.86
980,1294,2024-06-17,Withdrawal,25301.85
981,1284,2022-03-16,Deposit,16422.29
982,1277,2022-06-15,Withdrawal,7042.01
983,1107,2022-07-08,Deposit,19131.18
984,1146,2022-03-19,Deposit,33777.02
985,1099,2024-08-04,Withdrawal,39228.59
986,1073,2023-08-25,Withdrawal,26772.15
987,1122,2023-11-19,Withdrawal,29696.8
988,1030,2022-01-21,Withdrawal,10430.51
989,1188,2023-07-20,Deposit,14722.85
990,1288,2022-07-03,Withdrawal,8513.83
991,1195,2024-05-20,Deposit,12840.12
992,1156,2022-08-10,Deposit,11631.9
993,1172,2024-04-06,Deposit,26212.71
994,1041,2022-11-24,Deposit,28353.09
995,1063,2022-06-28,Deposit,47274.9
996,1023,2024-02-27,Deposit,10180.75
997,1075,2022-04-22,Deposit,32262.95
998,1048,2024-01-06,Deposit,40954.33
999,1160,2023-12-27,Withdrawal,28231.95
1000,1118,2022-02-28,Deposit,13122.68
1001,1100,2022-11-23,Deposit,13496.24
1002,1167,2024-06-23,Withdrawal,2443.03
1003,1290,2023-09-13,Withdrawal,15619.49
1004,1156,2024-06-15,Withdrawal,37357.88
1005,1007,2023-10-31,Deposit,2852.13
1006,1196,2022-07-10,Withdrawal,11355.12
1007,1056,2022-07-19,Deposit,35458.51
1008,1193,2022-11-08,Deposit,39241.25
1009,1047,2023-12-09,Deposit,23038.26
1010,1148,2022-02-04,Withdrawal,35054.68
1011,1275,2023-01-14,Deposit,19703.63
1012,1157,2023-01-22,Deposit,8415.71
1013,1202,2024-01-28,Deposit,20208.4
1014,1126,2022-08-25,Withdrawal,29208.41
1015,1294,2023-09-08,Withdrawal,47428.64
1016,1064,2023-06-03,Deposit,3903.17
1017,1176,2022-10-10,Withdrawal,25616.01
1018,1116,2022-01-01,Deposit,16781.53
1019,1204,2024-01-01,Withdrawal,25661.43
1020,1031,2023-04-09,Deposit,1686.78
1021,1113,2022-08-18,Withdrawal,15994.76
1022,1067,2024-08-24,Deposit,41083.47
1023,1075,2022-06-21,Withdrawal,27920.12
1024,1045,2022-03-28,Deposit,22803.83
1025,1260,2023-07-07,Deposit,14633.49
1026,1154,2022-05-03,Deposit,15253.1
1027,1155,2024-04-22,Deposit,19463.52
1028,1234,2022-10-25,Deposit,41860.75
1029,1051,2024-06-03,Withdrawal,48377.05
1030,1262,2024-07-17,Deposit,22213.44
1031,1125,2023-11-21,Withdrawal,19970.97
1032,1245,2023-07-29,Withdrawal,42404.26
1033,1030,2023-04-29,Withdrawal,21631.81
1034,1122,2022-06-14,Withdrawal,27824.9
1035,1125,2023-11-30,Withdrawal,11931.61
1036,1037,2023-01-18,Deposit,37303.38
1037,1170,2022-07-28,Withdrawal,26833.42
1038,1124,2024-01-09,Deposit,40547.21
1039,1035,2023-03-08,Withdrawal,39146.27
1040,1087,2023-01-24,Withdrawal,11142.74
1041,1134,2023-07-14,Deposit,35923.96
1042,1196,2022-08-12,Deposit,40102.69
1043,1274,2022-01-03,Deposit,17632.31
1044,1201,2023-01-07,Withdrawal,9044.15
1045,1285,2023-11-18,Withdrawal,630.29
1046,1077,2023-03-22,Deposit,22819.73
1047,1059,2023-09-03,Withdrawal,17945.42
1048,1126,2022-04-26,Withdrawal,27968.04
1049,1109,2022-09-27,Deposit,9808.03
1050,1224,2023-03-23,Deposit,43053.44
1051,1278,2023-01-03,Withdrawal,13258.88
1052,1068,2022-09-10,Withdrawal,11708.27
1053,1069,2022-11-13,Withdrawal,24295.35
1054,1165,2023-02-19,Deposit,25193.13
1055,1162,2022-04-05,Deposit,11146.72
1056,1042,2024-02-24,Deposit,13957.11
1057,1109,2024-06-10,Deposit,8900.41
1058,1051,2022-01-24,Deposit,36063.78
1059,1250,2023-09-20,Withdrawal,38619.41
1060,1021,2023-10-25,Deposit,23385.26
1061,1300,2024-04-29,Withdrawal,35847.31
1062,1139,2022-02-19,Deposit,36928.8
1063,1092,2023-05-17,Withdrawal,7344.64
1064,1280,2023-12-19,Deposit,48325.81
1065,1125,2023-05-13,Deposit,41141.08
1066,1111,2022-12-01,Deposit,10621.93
1067,1139,2022-03-20,Withdrawal,9715.17
1068,1273,2023-08-05,Withdrawal,6720.23
1069,1099,2022-01-27,Deposit,7349.74
1070,1252,2022-09-28,Deposit,37534.01
1071,1104,2023-07-16,Withdrawal,23747.89
1072,1214,2024-03-14,Deposit,39255.24
1073,1249,2022-09-04,Deposit,37439.62
1074,1152,2024-02-15,Withdrawal,30428.33
1075,1250,2023-08-14,Withdrawal,34475.15
1076,1275,2023-01-22,Deposit,1408.61
1077,1165,2023-12-03,Deposit,15932.99
1078,1008,2023-07-13,Withdrawal,32072.2
1079,1284,2024-08-30,Deposit,962.58
1080,1005,2022-12-27,Deposit,2132.36
1081,1145,2024-05-15,Withdrawal,42668.46
1082,1101,2024-09-10,Withdrawal,34359.23
1083,1164,2023-05-03,Deposit,13635.8
1084,1147,2022-12-18,Withdrawal,34554.16
1085,1064,2023-12-02,Withdrawal,39726.61
1086,1091,2024-07-16,Deposit,15686.32
1087,1117,2022-09-13,Withdrawal,2283.85
1088,1267,2022-08-10,Deposit,46672.57
1089,1173,2024-06-02,Deposit,17586.4
1090,1047,2024-01-23,Withdrawal,5770.85
1091,1140,2024-02-20,Deposit,24846.92
1092,1246,2022-01-01,Deposit,38539.16
1093,1149,2023-06-30,Deposit,11471.54
1094,1246,2023-03-22,Deposit,13839.76
1095,1005,2022-03-20,Withdrawal,12514.39
1096,1184,2022-08-24,Withdrawal,49587.82
1097,1020,2022-11-30,Withdrawal,10271.48
1098,1046,2024-06-07,Deposit,28988.25
1099,1012,2022-12-15,Deposit,46300.6
1100,1070,2022-04-08,Deposit,7771.38
1101,1017,2022-03-23,Deposit,48557.28
1102,1147,2023-05-17,Deposit,47400.12
1103,1154,2024-08-24,Withdrawal,44286.31
1104,1108,2023-04-22,Withdrawal,11120.55
1105,1236,2024-07-15,Withdrawal,31885.73
1106,1070,2023-12-05,Deposit,38164.13
1107,1183,2024-02-04,Withdrawal,49308.38
1108,1250,2024-07-09,Deposit,9430.98
1109,1228,2023-07-04,Deposit,38418.28
1110,1102,2022-01-14,Withdrawal,17270.66
1111,1075,2023-01-27,Withdrawal,9193.51
1112,1216,2022-12-13,Deposit,21358.16
1113,1203,2022-11-06,Deposit,39794.88
1114,1192,2023-01-21,Deposit,23510.07
1115,1249,2022-07-28,Withdrawal,27107.39
1116,1242,2022-12-23,Deposit,49760.39
1117,1179,2024-08-31,Withdrawal,20255.91
1118,1219,2023-08-24,Deposit,30962.34
1119,1082,2023-07-22,Deposit,18579.59
1120,1092,2022-04-04,Deposit,19942.89
1121,1175,2022-04-03,Deposit,34934.22
1122,1239,2022-12-06,Deposit,46925.41
1123,1260,2023-08-20,Withdrawal,27346.77
1124,1163,2023-03-21,Withdrawal,38535.8
1125,1048,2024-01-27,Withdrawal,4915.72
1126,1116,2022-01-22,Withdrawal,10952.32
1127,1225,2022-10-18,Withdrawal,25355.52
1128,1147,2023-04-30,Withdrawal,1490.58
1129,1063,2024-02-23,Withdrawal,13016.32
1130,1294,2022-11-02,Deposit,26111.36
1131,1013,2023-09-26,Deposit,1240.58
1132,1189,2022-05-08,Deposit,13595.04
1133,1287,2023-09-17,Deposit,25944.53
1134,1208,2024-07-27,Deposit,28870.89
1135,1114,2022-09-30,Withdrawal,46324.71
1136,1022,2024-04-27,Deposit,32444.61
1137,1214,2023-03-18,Deposit,21029.42
1138,1171,2023-05-18,Deposit,46552.38
1139,1054,2022-05-10,Deposit,39351.71
1140,1298,2022-05-12,Deposit,10400.44
1141,1126,2023-08-20,Deposit,6976.7
1142,1277,2024-07-23,Deposit,33952.68
1143,1204,2023-04-27,Deposit,28214.22
1144,1194,2024-05-11,Withdrawal,39588.84
1145,1169,2023-01-25,Withdrawal,37070.85
1146,1152,2023-08-16,Deposit,31447.97
1147,1035,2024-09-25,Deposit,49325.92
1148,1184,2024-09-11,Deposit,26912.69
1149,1286,2022-11-21,Withdrawal,6098.73
1150,1057,2022-03-10,Deposit,41499.54
1151,1222,2023-10-22,Deposit,12966.74
1152,1163,2023-03-24,Withdrawal,38976.46
1153,1019,2023-06-12,Deposit,47876.8
1154,1264,2024-03-29,Deposit,34991.38
1155,1282,2023-09-09,Deposit,30003.49
1156,1113,2022-06-14,Withdrawal,23289.12
1157,1030,2023-05-03,Withdrawal,18538.29
1158,1135,2023-12-14,Withdrawal,17973.74
1159,1067,2023-12-10,Deposit,32000.45
1160,1065,2023-03-02,Deposit,37688.02
1161,1292,2023-11-28,Withdrawal,34086.59
1162,1025,2024-04-13,Withdrawal,10321.3
1163,1037,2022-09-22,Deposit,24952.37
1164,1001,2024-05-24,Withdrawal,39686.18
1165,1037,2023-09-04,Deposit,24047.35
1166,1141,2022-12-08,Deposit,27062.85
1167,1232,2024-04-11,Withdrawal,38671.23
1168,1136,2023-12-27,Deposit,33232.63
1169,1188,2022-10-05,Withdrawal,20762.57
1170,1128,2023-11-05,Deposit,44822.93
1171,1201,2023-03-15,Deposit,8547.07
1172,1127,2022-06-06,Withdrawal,49778.06
1173,1257,2023-02-26,Withdrawal,6383.2
1174,1164,2022-09-08,Deposit,1240.02
1175,1035,2024-05-27,Deposit,44555.94
1176,1194,2023-09-01,Withdrawal,12625.2
1177,1191,2023-06-14,Deposit,36620.13
1178,1104,2022-11-23,Withdrawal,40645.26
1179,1023,2024-08-18,Withdrawal,43019.83
1180,1265,2024-06-13,Deposit,49583.91
1181,1290,2022-04-07,Deposit,15054.97
1182,1260,2023-05-28,Deposit,35657.05
1183,1075,2022-08-04,Withdrawal,6212.29
1184,1072,2022-05-12,Deposit,20637.06
1185,1259,2022-09-17,Deposit,42474.6
1186,1188,2022-05-05,Deposit,18699.07
1187,1173,2022-03-23,Withdrawal,29759.22
1188,1290,2022-10-10,Deposit,25436.79
1189,1045,2023-11-14,Deposit,32474.6
1190,1061,2022-02-28,Withdrawal,48658.27
1191,1083,2023-06-28,Withdrawal,3258.91
1192,1123,2022-06-10,Withdrawal,28911.1
1193,1016,2022-10-11,Deposit,43219.92
1194,1066,2022-04-16,Deposit,24328.44
1195,1145,2022-04-15,Withdrawal,4387.1
1196,1162,2023-03-15,Deposit,28246.7
1197,1234,2022-08-16,Withdrawal,16937.66
1198,1144,2023-12-01,Withdrawal,8169.62
1199,1188,2023-08-05,Deposit,42527.21
1200,1013,2022-11-14,Withdrawal,26319.18
1201,1184,2023-04-09,Withdrawal,46697.18
1202,1111,2024-03-12,Deposit,40397.82
1203,1290,2023-08-22,Deposit,34802.1
1204,1295,2024-05-31,Deposit,748.76
1205,1215,2024-05-23,Deposit,21677.26
1206,1120,2023-04-17,Deposit,10275.57
1207,1055,2022-02-25,Withdrawal,45584.5
1208,1027,2023-09-17,Withdrawal,9141.91
1209,1118,2022-01-13,Deposit,14659.97
1210,1221,2023-03-16,Deposit,26083.42
1211,1231,2022-01-18,Withdrawal,13536.5
1212,1053,2023-11-25,Deposit,10888.3
